text@kvd1994f	@kvd1994f	1.044	11.412	Слушай // Не / у меня был / у меня был / я эх / из тех людей которые когда говорят что / ты будешь вспоминать школу / как лучший период своей жизни // мне хочется подойти их / камбалой по лицу ударить / сказать / чё вы врёте
text@kvd1994f	@kvd1994f	11.549	30.05	Вот школа / это тот период который я вообще не вспоминаю ни одн.. / ну то есть не потому что она была плохая / но потому что хорошего там особо нет // То есть это ты находишься / а.../ каждое утро встаёшь в хренову рань / ты в эту хренову рань куда-то идёшь // а.. / в какой-то потенциальное унижение / потому что даже если у тебя самая классная школа на земле / всё равно там будет какая-то стачка    
text@kvd1994f	@kvd1994f	32.762	35.95	на остальных #нрзб# // вот кстати / да / тоже вопрос
text@kvd1994f	@kvd1994f	36.449	37.375	нормальные
text@kvd1994f	@kvd1994f	38.149	42.087	то есть лыжи мы / на лыжах нас ставят / а душ нам поставить не могут // обожаю 
text@kvd1994f	@kvd1994f	42.162	56.8	ну вот // и /ээ.../ это тебе не нравится /  и с тобой люди в классе / которые / ну / в большинстве случаев / вы как бы / знаешь / я это называю / в самолёте летите // вот вас посадили рядом / вы ээ по факту / между вами общего ничего может и не быть  // вы просто // и выйти вы не можете одиннадцать лет по сути // вот
text@kvd1994f	@kvd1994f	56.899	62.075	в университете у тебя хотя бы какие-то больше точки соприкосновения потенциально есть // в школе этого нет совсем
text@kvd1994f	@kvd1994f	62.175	70.412	но... / мне нравились мои университетские годы / не из-за университета // я не была ни на одном / ни посвяте / ни экваторе / ни выпускном / ни чём // я вообще какая-то несоциальная в этом плане // воот/
text@kvd1994f	@kvd1994f	71.55	94.025	не / я #нрзб# / ой я пила / я пила // все мои смешные истории / про там я не знаю / оры в такси и это / это всё времён университета // какие-то игры / когда мы там / с девочками приходили в только открывшийся Gypsy и / делали ставки / кто первый намутит бесплатно бутылку вина / и я там / её намучивала / куда-то убегала / выпивала её / цели... / ну коро.. / ну такое / веселье / молодая печень и всё с ней / а...
text@kvd1994f	@kvd1994f	97.993	99.618	спасибо / спасибо / моя печень //
text@kvd1994f	@kvd1994f	100.149	103.624	да да да / этот э.. / энтеросгель и уголь такие дааа
text@kvd1994f	@kvd1994f	104.462	109.6	вот // ну короче у меня университетские годы ассоциируются с очень большим количеством веселья / но вне университета //
text@kvd1994f	@kvd1994f	110.237	118.387	сейчас как бы я достаточно уже поспокойней чем тогда // но вот / реально / с где-то девятнадцати до двадцати трёх / ну двадцати двух/ это было прям топ веселья был  
text@kvd1994f	@kvd1994f	120.625	126.337	слушай / ну в какой-то степени да // мне кажется если суждено умереть от трамвая / умрёшь от трамвая // если э...
text@kvd1994f	@kvd1994f	138.012	139.062	интересно
text@kvd1994f	@kvd1994f	148.525	163.3	просто / знаешь / мне кажется вместо судьбы можно вставить всё что угодно в этом предложении // от бодипозитива до мама запретила какие-то / нуу вот я ничего не буду делать потому что вот это // не на самом деле я.. / у меня ж канал в телеграме называется не тереби дао / и мне вообще супер нравится эта философия
text@kvd1994f	@kvd1994f	163.387	195.412	есть же ну.. такая книжка / эм / автора с аппетитной фамилией жульен / э.. / и она про / я забыла / блин / название моё любимое // в общем / она сравнивает западную филоофию и ази.. / ну / восточную // и э.. / в западное / у нас же как всё построено / мы с детства читаем мифы / мифы древней греции / сказки / вот это всё // и там в чём суть? // ты герой // ты страдаешь // у тебя есть одна цель // только через страдания и через / ну это плюс наше любимое / там достоевский / христианство / и всё вот это // ты страдаешь и только тогда у тебя что-то получается / в конце / да / у тебя одна цель и ты к ней идёшь // понимаешь / да ?   
text@kvd1994f	@kvd1994f	195.875	207.275	А в азиатской история другая / ты плывёшь по дао  / и  у тебя нет какой-то конкретной цели / ты просто идёшь вперёд и параллельно получаешь что-то / да? То есть ты там подгребаешь / я вижу твоё лицо / ты уже как-бы трещишь 
text@kvd1994f	@kvd1994f	212.437	240.587	Ну / это вот знаешь такое / щ.. ну / докручу эту идею / то есть в этом смысле я фаталист в том плане что / я не ставлю себе какую-то конкретную задачу / что вот я должна / стать тем-то тем-то / э.. потому что если я это сделаю / я начну концентрироваться исключительно на этом / и начну пропускать другие возможности / например если бы я себе сказала / что я хочу быть самой классной сммщицей в России / например / я б никогда не занималась музыкой / я б никогда не занималась диджеингом / потому что это отвлекало бы меня от вот этой великой одной цели //  
text@kvd1994f	@kvd1994f	240.687	248.162	А суть / ну для меня кайф и суть в жизни в том / что я могу по-разному реализовываться / да? / и по-разному по-хорошему там помогать людям / влиять на них и так далее 
text@kvd1994f	@kvd1994f	251.337	263.225	Слушай / ну / в какой-то степени наверно кто-то так скажет / да? Например / какой-нибудь классный геолог / который всю жизнь / изучал недра Земли и щас там / знаешь / изучает какую-то определённую молекулу / я ему по-хорошему завидую / потому что я считаю что это классно / тоже //
text@kvd1994f	@kvd1994f	263.387	276.9	Но для меня опция самая хорошая / с моей психикой / с моим характером / и так далее / делать как я делаю сейчас / не загонять себя в рамки одного чего-то / а помогать себе / например / ну / ты же тоже / например / не только же этот подкаст делаешь / ещё чем-то занимаешься? 
text@kvd1994f	@kvd1994f	278.249	284.6	Ну вот / ну это всё равно получается / ты же не распыляешься / ты же не говоришь что я хочу быть самым классным ведущим на Земле и открыть свою радиостанцию?
text@kvd1994f	@kvd1994f	287.6	288.187	ну вот!
text@kvd1994f	@kvd1994f	290.925	292.037	Политика партии 
text@kvd1994f	@kvd1994f	298.25	300.037	Ну / SMM и диджеинг здесь прикол в том / что
text@via1992m	@via1992m	0.362	1.05	Весёлые годы
text@via1992m	@via1992m	6.437	7.3	да да да да
text@via1992m	@via1992m	29.05	33.5	Ты идёшь на на первый урок или пару физкультуры / а потом вонючий сидишь на всех уроках //
text@via1992m	@via1992m	35.293	37.856	Сделайте школы в душах и университетах / в конце концов!
text@via1992m	@via1992m	53.28	54.475	и выйти вы не можете
text@via1992m	@via1992m	70.208	71.55	Может / ты непьющая просто в тот момент была? 
text@via1992m	@via1992m	94.3	97.525	Ну ты не выглядишь так как человек / который пропил печень / всё в порядке //
